clause,risk,source,policy_type,coverage_amount,applicant_age,prior_claims_count,deductible_amount,state
The insurer may provide reimbursement depending on internal policy assessment. depending on circumstances.,High,original_synthetic,home,578628,20,1,1000,FL
"through the platform , we ( booking.com b.v. and its affiliate ( distribution ) partners ) provide an online platform through which suppliers can advertise their products and service for reservation , and through which visitors of the platform can make such reservations ( i.e. the reservation service ) .",Low,unfair_tos,home,408063,33,0,2500,GA
"malaysia must be 18 or older , or if 13 to 18 , parent or guardian consent is required , and guardian enters into agreement .",Low,unfair_tos,commercial,3786603,36,0,500,TX
"12.2 the airbnb platform facilitates bookings between guests and hosts who may prefer to pay in a currency different from their destination currency , which may require currency conversions to accommodate these differing currency preferences .",Low,unfair_tos,auto,67777,59,0,5000,CA
"you will be taken to the sign in page , where you can select `` forgot password '' to create a new password .",Low,unfair_tos,life,707990,69,0,500,PA
Covered damages will typically be reimbursed in accordance with the policy schedule.,Low,original_synthetic,auto,85099,40,1,1000,PA
"if you choose to participate in these activities , you do so of your own free will and accord , knowingly and voluntarily assuming all risks associated with such activities .",Low,unfair_tos,auto,51793,30,3,500,GA
The insurer may compensate losses if deemed appropriate after internal consideration.,High,original_synthetic,home,246529,35,0,5000,PA
"• export or re-export any ebay application or tool , except in compliance with the export control laws of any relevant jurisdictions and in accordance with posted rules and restrictions ;",Low,unfair_tos,home,331656,57,0,500,FL
The insurer may compensate losses if deemed appropriate after internal consideration. in accordance with policy terms.,High,original_synthetic,auto,123043,55,1,5000,PA
"any third-party scripts or code , linked to or referenced from the software or website , are licensed to you by the third parties that own such code , not by microsoft .",Low,unfair_tos,home,504220,37,0,500,IL
"you must complete the opt-out notice form by providing the information called for in the form , including your name , address ( including street address , city , state and zip code ) , and the user id ( s ) and email address ( es ) associated with the ebay account ( s ) to which the opt-out applies .",Low,unfair_tos,commercial,3399732,37,0,500,OH
"the foregoing licenses are in addition to any license you may decide to grant ( e.g. , a creative commons license ) .",Low,unfair_tos,home,159350,26,0,1000,OH
you also acknowledge the risk that you or your organization may be mistakenly associated with content about others when we let connections and followers know you or your organization were mentioned in the news .,Low,unfair_tos,commercial,1697266,50,0,5000,NY
please review the privacy policy to learn about :,Low,unfair_tos,home,441650,63,0,2500,OH
the support companies do not operate and are not authorised to act as any form of process or service agent of booking.com .,Low,unfair_tos,auto,121801,58,0,500,IL
"if documentation is provided with the application , you may copy and use the documentation for personal reference purposes .",Low,unfair_tos,home,106158,28,0,5000,CA
"in particular , apart from in the very limited circumstances set out in paragraph 5.6 of these terms ( applicable to skype 's internet communications software only ) , the software does not allow you to make emergency calls to emergency services .",Low,unfair_tos,home,363002,64,0,1000,GA
members of households with an existing or recent netflix membership are not eligible .,Low,unfair_tos,home,366926,32,0,5000,IL
"the skype credit that you purchase will be credited to your user account at the time of purchase ( or if you are using a skype credit voucher , at the time you redeem that voucher ) .",Low,unfair_tos,auto,73977,26,0,2500,IL
"if your claim exceeds $ 10,000 , your right to a hearing will be determined by the aaa rules .",Low,unfair_tos,home,196424,30,0,1000,FL
The insurer may compensate the insured depending on internal review and surrounding circumstances. based on available documentation.,High,original_synthetic,home,365837,63,0,1000,IL
Claims may be settled according to the insurer's evaluation of the case.,High,original_synthetic,auto,117985,54,0,1000,OH
"all pictures , graphics , videos , and other visual media displayed on the vimeo service are exempt from 18 u.s.c. § 2257 and 28 c.f.r. 75 because they do not consist of depictions of conduct as specifically listed in 18 u.s.c. § 2256 ( 2 ) ( a ) - ( d ) , but are merely , at most , depictions of non-sexually explicit nudity , or are depictions of simulated sexual conduct , or are otherwise exempt because the visual depictions were created prior to july 3 , 1995 .",Low,unfair_tos,commercial,2002203,35,0,1000,FL
"if you are the parent or legal guardian of a minor that creates a microsoft account or skype account , you accept these terms on the minor 's behalf and are responsible for all use of the microsoft account , skype account , or services , including purchases , whether the minor 's account is now open or created later .",Low,unfair_tos,commercial,2276524,36,1,5000,OH
"The insurer may compensate the insured for covered losses provided all policy conditions are satisfied. if conditions are satisfied, subject to applicable policy limitations and review.",Medium,hedged_synthetic,home,512252,43,1,2500,CA
Compensation may be granted for eligible claims once documentation is verified under the policy terms. after internal evaluation.,Low,original_synthetic,auto,51940,63,0,500,NY
